UserID,Phase,Time,AF3_Theta,AF3_Alpha,AF3_BetaL,AF3_BetaH,AF3_Gamma,T7_Theta,T7_Alpha,T7_BetaL,T7_BetaH,T7_Gamma,Ellipsis
M28,sudoku,13:10:24,4.585,3.347,3.944,5.983,17.721,4.167,7.193,7.865,28.817,112.0,Ellipsis
M28,sudoku,13:10:24,4.834,3.066,3.225,6.884,16.942,4.662,6.565,6.376,31.652,100.952,Ellipsis
M28,sudoku,13:10:24,5.062,2.761,3.112,7.954,17.179,6.824,6.403,5.859,34.724,94.493,Ellipsis
M28,sudoku,13:10:24,5.415,2.386,3.393,8.923,18.246,15.706,8.275,5.856,37.156,94.087,Ellipsis
M28,sudoku,13:10:24,6.181,2.047,3.909,9.5,19.709,39.275,13.745,5.936,38.011,98.588,Ellipsis
M28,sudoku,13:10:24,7.557,2.302,4.899,9.498,21.132,84.307,23.389,6.02,36.84,105.121,Ellipsis
M28,sudoku,13:10:24,9.59,3.758,6.822,8.929,22.202,154.086,36.232,6.264,34.063,110.485,Ellipsis
M28,sudoku,13:10:25,11.962,6.73,9.847,7.979,22.807,234.877,49.838,6.807,30.902,112.642,Ellipsis
M28,sudoku,13:10:25,14.252,10.884,13.569,6.886,22.908,311.087,60.844,7.812,28.584,110.853,Ellipsis
M28,sudoku,13:10:25,15.751,15.22,17.06,5.958,22.563,365.704,66.7,9.541,28.18,105.768,Ellipsis
M28,sudoku,13:10:25,16.093,18.386,19.214,5.422,21.904,376.968,66.376,12.133,29.894,98.898,Ellipsis
M28,sudoku,13:10:25,15.233,19.303,19.266,5.329,21.089,364.196,60.565,15.317,33.122,91.981,Ellipsis
M28,sudoku,13:10:25,13.379,17.671,17.179,5.53,20.179,321.241,51.362,18.532,36.532,86.188,Ellipsis
M28,sudoku,13:10:25,11.113,14.123,13.648,5.757,19.139,270.779,41.336,20.899,38.636,82.118,Ellipsis
M28,sudoku,13:10:25,8.992,9.866,9.733,5.806,17.924,228.368,32.344,21.573,38.627,79.636,Ellipsis
M28,sudoku,13:10:26,7.328,6.152,6.397,5.58,16.636,201.108,25.073,20.144,36.52,78.013,Ellipsis
M28,sudoku,13:10:26,6.169,3.728,4.125,5.126,15.602,190.361,19.416,16.986,33.053,76.887,Ellipsis
M28,sudoku,13:10:26,5.596,2.627,2.967,4.68,15.335,185.473,15.436,13.31,29.379,76.781,Ellipsis
M28,sudoku,13:10:26,5.647,2.464,2.671,4.507,16.26,185.03,13.462,10.363,26.487,78.551,Ellipsis
M28,sudoku,13:10:26,6.665,2.772,2.951,4.744,18.345,184.299,13.314,8.889,24.834,82.407,Ellipsis
M28,sudoku,13:10:26,8.403,3.313,3.595,5.335,20.973,172.579,14.471,8.948,24.262,87.525,Ellipsis
M28,sudoku,13:10:26,10.59,3.991,4.371,6.04,23.28,152.119,16.327,10.136,24.151,93.038,Ellipsis
M28,sudoku,13:10:26,11.962,4.702,5.001,6.556,24.674,122.789,18.022,11.862,23.887,99.432,Ellipsis
M28,sudoku,13:10:27,11.933,5.346,5.343,6.728,25.074,89.058,18.654,13.627,23.707,107.893,Ellipsis
M28,sudoku,13:10:27,10.336,5.85,5.419,6.608,24.799,52.014,17.835,15.081,24.453,118.756,Ellipsis
M28,sudoku,13:10:27,7.855,6.149,5.348,6.327,24.21,29.818,15.459,15.83,26.851,130.294,Ellipsis
M28,sudoku,13:10:27,5.306,6.232,5.294,6.033,23.42,12.011,12.315,15.851,30.89,138.756,Ellipsis
M28,sudoku,13:10:27,3.235,6.168,5.404,5.851,22.265,5.959,9.298,15.191,35.539,139.932,Ellipsis
M28,sudoku,13:10:27,2.029,6.056,5.698,5.886,20.481,5.066,7.172,14.123,39.452,131.159,Ellipsis
M28,sudoku,13:10:27,1.632,6.035,6.079,6.267,18.004,7.552,6.175,12.893,41.655,113.036,Ellipsis
M28,sudoku,13:10:27,1.842,6.184,6.387,7.057,15.144,11.323,5.973,11.664,41.872,89.689,Ellipsis
M28,sudoku,13:10:28,2.506,6.558,6.501,8.185,12.443,14.635,6.191,10.594,40.302,66.946,Ellipsis
M28,sudoku,13:10:28,3.43,7.175,6.385,9.496,10.418,17.132,6.626,9.825,37.871,49.687,Ellipsis
M28,sudoku,13:10:28,4.473,7.978,6.101,10.684,9.234,18.364,7.363,9.437,35.501,39.515,Ellipsis
M28,sudoku,13:10:28,5.362,8.774,5.698,11.335,8.667,17.587,8.493,9.461,33.393,34.782,Ellipsis
M28,sudoku,13:10:28,6.012,9.311,5.215,11.155,8.382,15.665,9.884,9.858,31.263,32.682,Ellipsis
M28,sudoku,13:10:28,6.41,9.365,4.717,10.137,8.221,12.754,11.168,10.388,28.643,31.486,Ellipsis
M28,sudoku,13:10:28,6.674,8.812,4.269,8.539,8.196,10.025,11.957,10.746,25.316,30.999,Ellipsis
M28,sudoku,13:10:28,6.881,7.641,3.93,6.754,8.316,7.657,11.896,10.562,21.565,31.592,Ellipsis
M28,sudoku,13:10:29,6.937,6.067,3.805,5.131,8.538,6.207,11.001,9.717,17.787,33.787,Ellipsis
M28,sudoku,13:10:29,6.772,4.404,3.93,3.859,8.826,4.947,9.554,8.429,14.288,37.949,Ellipsis
M28,sudoku,13:10:29,6.274,2.968,4.17,2.961,9.154,4.249,7.889,7.025,11.245,43.692,Ellipsis
M28,sudoku,13:10:29,5.549,1.991,4.349,2.444,9.525,3.374,6.414,5.725,8.992,49.852,Ellipsis
M28,sudoku,13:10:29,4.75,1.577,4.366,2.328,9.981,2.99,5.437,4.868,7.923,55.157,Ellipsis
M28,sudoku,13:10:29,4.134,1.697,4.226,2.593,10.604,2.741,5.003,4.519,8.303,59.016,Ellipsis
M28,sudoku,13:10:29,3.899,2.239,4.062,3.2,11.482,2.777,5.041,4.821,10.321,61.881,Ellipsis
M28,sudoku,13:10:29,4.308,2.965,4.027,4.175,12.652,3.129,5.392,5.765,13.955,64.66,Ellipsis
M28,sudoku,13:10:30,5.758,3.743,4.387,6.2,14.168,4.224,5.87,7.077,19.42,67.843,Ellipsis
M28,sudoku,13:10:30,12.047,4.647,5.641,10.97,16.361,11.371,6.676,8.999,27.513,71.306,Ellipsis
M28,sudoku,13:10:30,29.991,6.093,8.341,20.03,19.778,31.968,8.66,12.732,38.558,74.756,Ellipsis
M28,sudoku,13:10:30,61.569,8.779,12.7,33.167,24.888,80.444,12.824,19.58,51.46,78.091,Ellipsis
M28,sudoku,13:10:30,105.849,13.101,18.629,47.862,31.693,155.696,19.477,30.284,63.479,81.655,Ellipsis
M28,sudoku,13:10:30,148.123,19.121,25.8,60.265,39.552,245.515,27.92,43.988,71.773,86.12,Ellipsis
M28,sudoku,13:10:30,182.053,26.32,33.409,66.948,47.368,336.95,36.647,58.216,74.778,92.017,Ellipsis
M28,sudoku,13:10:30,187.831,33.641,40.589,66.709,54.009,398.543,44.105,70.131,72.752,99.2,Ellipsis
M28,sudoku,13:10:31,171.775,39.801,46.101,61.304,58.663,417.487,49.449,77.162,67.371,106.406,Ellipsis
M28,sudoku,13:10:31,133.334,44.096,48.867,54.303,61.009,384.496,52.531,78.008,60.973,111.537,Ellipsis
M28,sudoku,13:10:31,91.666,46.372,48.574,49.07,61.078,311.943,54.053,73.619,55.496,112.574,Ellipsis
M28,sudoku,13:10:31,55.161,47.196,45.702,46.804,59.049,223.074,54.756,66.324,51.638,108.93,Ellipsis
M28,sudoku,13:10:31,33.904,47.115,41.557,46.3,55.146,145.691,55.009,59.507,48.781,102.053,Ellipsis
M28,sudoku,13:10:31,29.754,46.32,37.819,45.116,49.679,100.954,55.052,55.869,45.81,94.794,Ellipsis
M28,sudoku,13:10:31,39.808,44.589,35.777,41.216,43.07,92.742,54.916,56.328,41.598,89.505,Ellipsis
M28,sudoku,13:10:31,57.104,41.411,35.592,34.517,35.971,107.591,54.382,59.39,35.924,86.788,Ellipsis
M28,sudoku,13:10:32,79.621,36.464,36.211,26.856,29.279,131.169,53.27,62.152,29.675,85.654,Ellipsis
M28,sudoku,13:10:32,97.778,30.178,35.893,20.14,23.581,144.008,51.399,61.81,23.958,84.235,Ellipsis
M28,sudoku,13:10:32,113.748,23.251,33.344,15.522,19.175,141.599,48.012,56.552,19.992,80.987,Ellipsis
M28,sudoku,13:10:32,114.967,16.716,28.317,12.914,16.191,123.03,42.9,46.84,18.601,75.509,Ellipsis
M28,sudoku,13:10:32,107.254,11.698,21.96,11.599,14.651,91.166,36.077,35.455,20.21,68.872,Ellipsis
M28,sudoku,13:10:32,89.003,9.621,16.208,10.858,14.588,67.977,28.711,25.889,24.009,63.137,Ellipsis
M28,sudoku,13:10:32,74.51,11.445,13.119,10.245,16.034,49.869,22.693,21.537,28.203,60.631,Ellipsis
M28,sudoku,13:10:32,68.007,17.063,13.63,9.741,18.862,46.2,19.491,23.488,31.142,62.896,Ellipsis
M28,sudoku,13:10:33,73.382,25.088,17.244,9.568,22.708,48.947,19.312,30.128,32.305,69.941,Ellipsis
M28,sudoku,13:10:33,83.198,33.932,22.116,10.644,27.003,56.792,22.463,37.544,33.335,80.305,Ellipsis
M28,sudoku,13:10:33,94.253,42.343,26.79,14.573,31.191,87.575,30.403,42.523,37.627,91.795,Ellipsis
M28,sudoku,13:10:33,99.536,49.934,30.484,22.884,35.036,157.034,47.008,44.405,48.996,102.707,Ellipsis
M28,sudoku,13:10:33,99.292,56.797,33.39,36.074,38.695,285.593,75.137,45.494,69.606,113.012,Ellipsis
M28,sudoku,13:10:33,96.046,62.205,35.925,52.955,42.415,428.987,111.535,48.926,98.427,124.157,Ellipsis
M28,sudoku,13:10:33,90.586,65.56,38.206,70.477,46.221,578.175,147.849,56.655,130.48,137.84,Ellipsis
M28,sudoku,13:10:33,83.802,66.146,39.585,84.56,49.73,658.428,172.561,67.578,158.162,154.162,Ellipsis
M28,sudoku,13:10:34,74.47,63.636,39.26,91.552,52.126,653.117,177.505,78.092,173.724,169.913,Ellipsis
M28,sudoku,13:10:34,62.889,58.567,36.884,89.493,52.401,562.755,161.616,84.018,172.599,179.356,Ellipsis
M28,sudoku,13:10:34,50.516,52.608,32.824,79.149,49.979,419.02,131.154,82.813,155.895,177.412,Ellipsis
M28,sudoku,13:10:34,39.79,47.695,28.173,63.786,45.182,272.635,96.284,74.603,130.029,163.107,Ellipsis
M28,sudoku,13:10:34,33.811,45.141,24.129,47.612,39.205,158.33,66.721,62.037,103.711,140.971,Ellipsis
M28,sudoku,13:10:34,32.98,44.819,21.321,34.132,33.699,111.988,47.408,49.259,84.204,119.824,Ellipsis
M28,sudoku,13:10:34,34.949,44.813,19.683,24.955,30.085,115.248,38.224,39.632,74.131,108.917,Ellipsis
M28,sudoku,13:10:34,36.57,43.243,18.791,19.939,29.077,136.511,36.66,34.753,71.861,113.505,Ellipsis
M28,sudoku,13:10:35,36.985,39.132,18.285,18.13,30.534,160.754,38.701,33.817,74.48,132.194,Ellipsis
M28,sudoku,13:10:35,37.674,32.87,18.077,18.275,33.616,172.864,40.696,35.286,79.322,157.619,Ellipsis
M28,sudoku,13:10:35,39.174,25.687,18.111,19.104,37.172,174.074,41.323,37.441,84.358,180.209,Ellipsis
M28,sudoku,13:10:35,40.379,20.418,19.575,19.856,40.423,172.128,40.246,40.502,88.793,193.266,Ellipsis
M28,sudoku,13:10:35,41.362,21.079,24.213,20.239,43.152,156.049,38.259,44.957,91.625,195.218,Ellipsis
M28,sudoku,13:10:35,41.289,30.206,33.27,20.345,45.436,147.134,37.518,51.651,91.643,188.815,Ellipsis
M28,sudoku,13:10:35,39.476,46.575,46.19,20.396,47.17,125.695,39.627,60.385,87.982,178.341,Ellipsis
M28,sudoku,13:10:35,36.67,65.267,60.294,20.428,47.833,106.594,45.106,69.48,80.502,167.11,Ellipsis
M28,sudoku,13:10:36,33.216,79.536,71.514,20.266,46.711,83.631,51.596,75.961,70.247,156.436,Ellipsis
M28,sudoku,13:10:36,30.188,84.208,75.831,19.566,43.263,62.947,55.697,76.892,59.123,145.74,Ellipsis
M28,sudoku,13:10:36,28.004,77.621,71.443,18.065,37.577,51.816,55.0,71.124,48.872,133.795,Ellipsis
M28,sudoku,13:10:36,28.289,62.712,59.437,15.721,30.453,55.326,49.335,59.683,40.437,119.929,Ellipsis
M28,sudoku,13:10:36,34.319,45.218,43.436,12.856,23.207,68.839,40.522,45.58,33.992,104.939,Ellipsis
M28,sudoku,13:10:36,45.555,30.988,28.035,10.079,17.128,87.926,31.088,32.78,29.663,90.582,Ellipsis
M28,sudoku,13:10:36,60.192,23.512,17.201,8.022,13.017,111.372,24.925,24.706,27.963,78.589,Ellipsis
M28,sudoku,13:10:36,73.239,22.492,12.531,7.091,11.036,151.581,26.934,23.663,29.857,70.046,Ellipsis
M28,sudoku,13:10:37,84.078,24.993,13.12,7.212,10.758,222.631,39.816,29.568,35.513,64.982,Ellipsis
M28,sudoku,13:10:37,87.832,27.973,16.454,7.963,11.401,323.53,62.681,40.563,43.947,62.397,Ellipsis
M28,sudoku,13:10:37,85.44,30.05,20.294,8.853,12.332,435.049,90.615,53.492,53.163,61.377,Ellipsis
M28,sudoku,13:10:37,77.896,30.669,23.003,9.659,13.114,523.041,115.08,64.199,60.935,61.043,Ellipsis
M28,sudoku,13:10:37,67.786,29.676,23.554,10.49,13.374,557.338,127.526,69.258,65.475,60.139,Ellipsis
M28,sudoku,13:10:37,57.436,27.989,22.151,11.681,12.938,520.452,123.119,67.294,66.054,57.554,Ellipsis
M28,sudoku,13:10:37,48.012,27.54,19.995,13.744,11.96,420.453,104.348,59.489,63.276,52.905,Ellipsis
M28,sudoku,13:10:37,40.822,30.32,18.113,16.91,10.887,288.213,78.654,48.34,58.649,46.865,Ellipsis
M28,sudoku,13:10:38,35.955,37.797,16.781,20.87,10.2,159.795,55.215,36.735,54.034,40.47,Ellipsis
M28,sudoku,13:10:38,35.98,50.055,15.807,24.794,10.17,75.501,41.38,27.275,50.797,34.806,Ellipsis
M28,sudoku,13:10:38,43.048,64.637,15.022,27.622,10.797,42.228,38.155,21.256,49.267,30.679,Ellipsis
M28,sudoku,13:10:38,53.775,77.243,15.015,28.514,11.891,40.874,41.293,19.4,48.648,28.409,Ellipsis
M28,sudoku,13:10:38,65.701,83.381,16.897,27.217,13.201,50.036,44.341,21.627,47.564,27.801,Ellipsis
M28,sudoku,13:10:38,71.61,80.76,21.378,24.138,14.468,54.578,43.287,27.004,44.771,28.209,Ellipsis
M28,sudoku,13:10:38,73.929,70.256,28.047,20.215,15.392,53.802,37.971,33.69,39.943,28.531,Ellipsis
M28,sudoku,13:10:38,70.619,55.834,35.437,16.596,15.695,48.648,30.345,39.647,33.727,27.669,Ellipsis
M28,sudoku,13:10:39,65.232,42.45,41.459,14.251,15.211,41.174,22.897,42.882,27.557,25.205,Ellipsis
M28,sudoku,13:10:39,59.008,33.647,44.414,13.57,13.948,33.339,17.551,42.366,22.923,21.545,Ellipsis
M28,sudoku,13:10:39,53.956,30.336,43.598,14.204,12.112,26.558,14.971,38.19,20.526,17.534,Ellipsis
M28,sudoku,13:10:39,49.377,30.66,39.427,15.252,10.051,21.701,14.516,31.596,20.082,14.111,Ellipsis
M28,sudoku,13:10:39,43.563,31.706,33.382,15.868,8.13,18.085,14.88,24.425,20.694,11.896,Ellipsis
M28,sudoku,13:10:39,37.755,30.899,27.014,15.55,6.608,15.813,14.937,18.203,21.382,11.026,Ellipsis
M28,sudoku,13:10:39,32.237,27.408,21.275,14.284,5.591,14.052,14.238,13.794,21.572,11.229,Ellipsis
M28,sudoku,13:10:39,32.213,22.363,16.513,12.463,5.014,15.801,13.173,11.319,21.123,12.005,Ellipsis
M28,sudoku,13:10:40,35.136,17.391,12.93,10.606,4.74,17.685,12.485,10.715,20.036,12.975,Ellipsis
M28,sudoku,13:10:40,45.049,13.961,10.822,9.176,4.69,24.488,12.623,11.829,18.549,14.083,Ellipsis
M28,sudoku,13:10:40,55.985,12.87,10.231,8.335,4.845,31.241,13.79,14.384,17.075,15.381,Ellipsis
M28,sudoku,13:10:40,66.094,13.786,10.897,7.918,5.212,45.2,16.256,17.95,15.943,16.879,Ellipsis
M28,sudoku,13:10:40,70.67,15.608,12.187,7.614,5.795,68.653,20.245,21.933,15.434,18.568,Ellipsis
M28,sudoku,13:10:40,68.875,16.95,13.441,7.23,6.599,98.917,25.364,25.738,15.795,20.434,Ellipsis
M28,sudoku,13:10:40,61.174,17.035,14.244,6.771,7.569,129.915,30.738,28.841,17.046,22.311,Ellipsis
M28,sudoku,13:10:40,49.157,15.568,14.316,6.311,8.544,152.296,34.912,30.609,18.78,23.837,Ellipsis
M28,sudoku,13:10:41,35.856,12.87,13.501,5.92,9.306,159.166,35.959,30.444,20.389,24.58,Ellipsis
M28,sudoku,13:10:41,23.632,9.828,11.761,5.638,9.671,153.662,33.215,28.066,21.339,24.249,Ellipsis
M28,sudoku,13:10:41,14.975,7.575,9.427,5.506,9.568,144.25,27.91,23.735,21.502,22.866,Ellipsis
M28,sudoku,13:10:41,10.336,6.726,7.025,5.569,9.078,141.337,22.305,18.329,21.169,20.764,Ellipsis
M28,sudoku,13:10:41,9.052,7.132,5.07,5.864,8.431,153.095,18.514,13.052,20.793,18.498,Ellipsis
M28,sudoku,13:10:41,9.698,8.128,3.831,6.34,7.912,174.948,17.43,9.154,20.678,16.645,Ellipsis
M28,sudoku,13:10:41,10.779,8.868,3.295,6.902,7.714,196.056,18.375,7.377,20.895,15.514,Ellipsis
M28,sudoku,13:10:41,11.591,8.883,3.245,7.409,7.875,203.46,19.52,7.398,21.279,15.133,Ellipsis
M28,sudoku,13:10:42,11.949,8.285,3.429,7.762,8.33,187.948,19.287,8.287,21.521,15.376,Ellipsis
M28,sudoku,13:10:42,13.043,7.539,3.619,7.927,9.025,154.733,17.361,9.047,21.363,16.182,Ellipsis
M28,sudoku,13:10:42,16.947,7.021,3.662,7.926,9.952,109.685,14.63,9.175,20.794,17.633,Ellipsis
M28,sudoku,13:10:42,24.758,6.833,3.456,7.841,11.06,65.109,12.016,8.746,20.125,19.774,Ellipsis
M28,sudoku,13:10:42,37.704,7.006,3.005,7.751,12.174,32.975,10.094,7.976,19.712,22.362,Ellipsis
M28,sudoku,13:10:42,54.962,7.368,2.423,7.694,12.987,14.312,8.896,7.212,19.603,24.773,Ellipsis
M28,sudoku,13:10:42,73.186,7.731,1.909,7.684,13.184,7.495,8.038,6.761,19.504,26.184,Ellipsis
M28,sudoku,13:10:42,87.291,7.948,1.68,7.754,12.598,7.943,7.087,6.744,19.02,25.966,Ellipsis
M28,sudoku,13:10:43,92.588,7.712,2.152,8.243,11.307,10.43,6.006,7.172,18.055,24.08,Ellipsis
M28,sudoku,13:10:43,93.608,7.125,4.2,10.244,9.637,16.015,5.343,8.086,16.985,21.098,Ellipsis
M28,sudoku,13:10:43,101.823,6.854,9.086,15.847,8.172,22.634,6.016,9.623,16.853,18.057,Ellipsis
M28,sudoku,13:10:43,123.37,7.991,17.941,27.658,7.712,30.127,9.235,12.119,19.502,16.137,Ellipsis
M28,sudoku,13:10:43,158.005,11.608,30.756,47.05,9.028,41.617,15.876,15.643,26.675,16.12,Ellipsis
M28,sudoku,13:10:43,198.792,18.344,45.956,72.277,12.41,53.663,25.652,19.834,38.485,17.997,Ellipsis
M28,sudoku,13:10:43,239.302,27.813,60.339,97.943,17.337,65.994,36.848,23.947,52.546,20.949,Ellipsis
M28,sudoku,13:10:43,263.22,38.205,70.356,117.029,22.525,76.208,46.609,27.03,64.883,23.817,Ellipsis
M28,sudoku,13:10:44,269.637,47.407,73.808,123.666,26.433,80.128,52.591,28.809,71.504,25.744,Ellipsis
M28,sudoku,13:10:44,250.446,53.564,70.47,115.724,27.881,76.933,53.327,29.444,70.249,26.458,Ellipsis
M28,sudoku,13:10:44,215.138,56.113,62.014,95.764,26.582,65.693,48.937,29.251,61.795,26.268,Ellipsis
M28,sudoku,13:10:44,166.394,55.701,51.634,70.178,23.418,50.769,41.013,28.554,49.315,25.896,Ellipsis
M28,sudoku,13:10:44,116.932,53.857,42.402,46.075,20.066,34.865,32.15,27.714,36.867,26.093,Ellipsis
M28,sudoku,13:10:44,72.197,52.068,36.252,28.507,18.167,21.24,24.6,26.885,27.492,27.181,Ellipsis
M28,sudoku,13:10:44,37.79,51.013,33.553,18.895,18.445,12.295,19.661,26.195,22.278,28.828,Ellipsis
M28,sudoku,13:10:44,16.954,50.488,33.677,15.831,20.538,8.737,17.407,25.717,20.602,30.323,Ellipsis
M28,sudoku,13:10:45,9.486,49.786,35.702,17.159,23.546,8.85,17.232,25.341,21.171,31.122,Ellipsis
M28,sudoku,13:10:45,9.493,48.195,38.341,21.207,26.589,11.677,18.124,24.728,23.22,31.207,Ellipsis
M28,sudoku,13:10:45,12.234,45.872,40.324,26.727,29.234,15.252,19.443,23.636,26.507,31.115,Ellipsis
M28,sudoku,13:10:45,15.224,43.033,40.557,32.213,31.528,18.401,20.563,22.168,30.194,31.451,Ellipsis
M28,sudoku,13:10:45,17.194,40.866,38.777,36.087,33.813,20.132,21.272,20.778,33.103,32.67,Ellipsis
M28,sudoku,13:10:45,18.607,41.319,35.798,37.342,36.382,20.047,21.795,20.102,34.398,34.779,Ellipsis
M28,sudoku,13:10:45,21.513,45.141,33.261,35.923,39.181,18.723,22.25,20.734,33.948,37.287,Ellipsis
M28,sudoku,13:10:45,34.551,51.317,32.212,32.618,41.717,20.906,22.41,22.771,32.298,39.385,Ellipsis
M28,sudoku,13:10:46,60.163,57.319,32.483,28.71,43.327,27.665,21.827,25.496,30.365,40.381,Ellipsis
M28,sudoku,13:10:46,100.754,60.377,33.72,25.648,43.659,41.231,20.524,28.202,29.195,40.242,Ellipsis
M28,sudoku,13:10:46,146.14,59.166,35.408,24.275,42.733,56.443,19.312,30.222,29.299,39.461,Ellipsis
M28,sudoku,13:10:46,186.021,54.289,36.832,24.422,40.794,69.948,19.16,31.216,30.336,38.628,Ellipsis
M28,sudoku,13:10:46,207.564,47.7,37.589,25.135,38.024,75.948,20.668,31.514,31.341,37.861,Ellipsis
M28,sudoku,13:10:46,208.857,41.821,37.619,25.304,34.463,77.525,23.757,31.932,31.297,36.667,Ellipsis
M28,sudoku,13:10:46,190.539,38.525,36.87,24.336,30.193,81.843,27.67,33.906,29.672,34.402,Ellipsis
M28,sudoku,13:10:46,168.851,37.984,34.888,22.399,25.475,107.061,31.05,38.078,26.744,30.776,Ellipsis
M28,sudoku,13:10:47,150.067,39.058,31.454,20.03,20.634,152.283,32.879,44.004,23.24,26.031,Ellipsis
M28,sudoku,13:10:47,144.986,39.846,26.675,17.771,16.114,221.911,32.548,49.612,19.88,20.963,Ellipsis
M28,sudoku,13:10:47,142.504,39.119,21.69,16.05,12.454,284.042,30.562,53.001,17.097,16.687,Ellipsis
M28,sudoku,13:10:47,141.215,36.614,17.959,15.32,10.167,334.547,27.588,52.77,15.346,14.634,Ellipsis
M28,sudoku,13:10:47,127.258,33.515,17.395,16.138,9.743,331.208,24.834,49.045,15.836,16.943,Ellipsis
M28,sudoku,13:10:47,110.061,32.869,21.564,19.332,11.4,301.67,24.028,43.208,20.594,25.545,Ellipsis
M28,sudoku,13:10:47,97.329,38.67,30.612,25.629,14.899,247.647,26.956,37.365,31.416,40.754,Ellipsis
M28,sudoku,13:10:47,104.092,53.898,43.316,35.06,19.513,203.236,34.059,33.391,48.556,60.49,Ellipsis
M28,sudoku,13:10:48,135.407,77.511,57.235,46.297,24.145,176.077,44.093,32.469,69.511,80.718,Ellipsis
M28,sudoku,13:10:48,178.715,104.827,69.352,56.617,27.604,173.363,54.333,35.647,89.527,97.118,Ellipsis
M28,sudoku,13:10:48,217.181,129.316,77.808,62.887,29.187,178.224,62.594,43.93,103.241,107.07,Ellipsis
M28,sudoku,13:10:48,230.993,144.523,82.83,63.087,28.979,200.289,69.202,58.373,107.077,110.626,Ellipsis
M28,sudoku,13:10:48,214.811,147.002,85.533,57.171,27.723,264.75,77.287,78.781,101.036,109.977,Ellipsis
M28,sudoku,13:10:48,178.519,136.984,86.54,47.303,26.487,383.466,88.972,102.28,88.721,107.915,Ellipsis
M28,sudoku,13:10:48,129.727,118.421,85.409,36.737,26.151,569.081,104.806,123.526,75.167,106.206,Ellipsis
M28,sudoku,13:10:48,86.212,97.477,81.874,28.263,26.937,815.303,120.159,136.762,64.184,104.699,Ellipsis
M28,sudoku,13:10:49,58.71,79.506,76.384,23.174,28.372,1100.667,130.357,138.964,56.92,101.924,Ellipsis
M28,sudoku,13:10:49,52.182,66.549,69.874,21.527,29.667,1441.624,130.463,130.732,52.235,96.852,Ellipsis
M28,sudoku,13:10:49,57.669,57.749,64.476,22.804,30.215,1785.399,119.732,115.663,48.482,90.285,Ellipsis
M28,sudoku,13:10:49,66.186,51.272,61.636,25.957,29.766,2140.053,100.017,98.23,44.935,84.4,Ellipsis
M28,sudoku,13:10:49,69.882,44.961,60.455,29.821,28.283,2321.128,76.184,81.764,42.061,80.675,Ellipsis
M28,sudoku,13:10:49,73.783,37.574,58.598,33.266,25.879,2369.309,53.886,67.734,40.831,78.712,Ellipsis
M28,sudoku,13:10:49,82.83,29.154,53.861,35.245,22.81,2166.741,36.646,55.875,41.927,76.641,Ellipsis
M28,sudoku,13:10:49,94.248,20.943,45.342,35.112,19.447,1808.425,25.099,45.184,45.319,72.522,Ellipsis
M28,sudoku,13:10:50,111.414,14.343,34.267,33.008,16.182,1313.119,17.357,34.942,50.316,65.472,Ellipsis
M28,sudoku,13:10:50,120.343,9.996,23.243,29.779,13.335,849.472,11.86,25.707,55.809,55.967,Ellipsis
M28,sudoku,13:10:50,120.881,7.481,14.465,26.46,11.134,478.431,9.146,19.499,60.602,45.629,Ellipsis
M28,sudoku,13:10:50,108.858,6.297,8.772,23.714,9.815,254.331,8.174,17.02,63.283,36.78,Ellipsis
M28,sudoku,13:10:50,91.207,6.252,5.952,21.6,9.606,138.007,7.591,17.411,62.789,31.581,Ellipsis
M28,sudoku,13:10:50,76.025,7.604,5.491,19.778,10.518,86.684,6.955,19.512,59.281,31.002,Ellipsis
M28,sudoku,13:10:50,67.621,10.407,6.778,17.882,12.223,86.383,6.156,22.592,54.038,34.319,Ellipsis
M28,sudoku,13:10:50,67.384,13.779,8.971,15.824,14.094,104.053,5.451,25.554,48.699,39.436,Ellipsis
M28,sudoku,13:10:51,68.199,16.451,10.958,13.896,15.413,133.084,4.743,27.292,44.55,43.998,Ellipsis
M28,sudoku,13:10:51,65.935,17.418,11.877,12.406,15.654,159.727,4.102,26.982,41.668,46.28,Ellipsis
M28,sudoku,13:10:51,56.531,16.357,11.41,11.371,14.782,170.057,3.673,24.602,39.111,45.672,Ellipsis
M28,sudoku,13:10:51,43.155,13.924,9.708,10.551,13.281,170.552,3.507,20.58,35.728,42.811,Ellipsis
M28,sudoku,13:10:51,29.942,10.844,7.355,9.686,11.882,139.825,3.592,15.922,31.032,39.031,Ellipsis
M28,sudoku,13:10:51,19.801,8.049,5.158,8.642,11.332,103.941,3.806,11.63,25.466,36.19,Ellipsis
M28,sudoku,13:10:51,18.352,6.409,3.753,7.586,12.212,59.794,4.101,8.449,20.145,36.507,Ellipsis
M28,sudoku,13:10:51,28.551,6.396,3.55,6.781,14.555,28.276,4.618,6.678,16.14,41.169,Ellipsis
M28,sudoku,13:10:52,43.194,7.755,4.706,6.468,17.772,13.119,5.555,6.396,14.357,49.495,Ellipsis
M28,sudoku,13:10:52,61.176,9.834,7.007,6.765,20.948,11.85,6.973,7.616,15.098,59.134,Ellipsis
M28,sudoku,13:10:52,74.557,11.771,9.949,7.562,23.262,17.015,8.692,10.214,17.855,67.091,Ellipsis
M28,sudoku,13:10:52,79.751,12.946,12.884,8.522,24.232,23.591,10.41,14.022,21.431,70.829,Ellipsis
