UserID,Phase,Time,AF3_Theta,AF3_Alpha,AF3_BetaL,AF3_BetaH,AF3_Gamma,T7_Theta,T7_Alpha,T7_BetaL,T7_BetaH,T7_Gamma,Ellipsis
M28,sudoku,13:07:16,51.93,11.832,3.709,2.803,4.741,0.667,2.429,2.925,8.072,16.319,Ellipsis
M28,sudoku,13:07:17,37.072,8.063,2.963,2.806,4.815,0.627,2.583,3.174,7.249,17.057,Ellipsis
M28,sudoku,13:07:17,22.545,5.102,2.344,2.741,4.612,0.658,2.714,3.272,6.381,17.066,Ellipsis
M28,sudoku,13:07:17,11.32,3.268,1.94,2.66,4.181,0.739,2.832,3.116,5.649,16.17,Ellipsis
M28,sudoku,13:07:17,4.665,2.404,1.797,2.627,3.636,0.837,2.987,2.73,5.183,14.42,Ellipsis
M28,sudoku,13:07:17,2.367,2.126,1.894,2.686,3.125,0.94,3.221,2.253,4.988,12.118,Ellipsis
M28,sudoku,13:07:17,2.564,2.079,2.156,2.838,2.771,1.117,3.56,1.849,4.95,9.738,Ellipsis
M28,sudoku,13:07:17,3.173,2.008,2.483,3.031,2.633,1.432,3.995,1.604,4.958,7.78,Ellipsis
M28,sudoku,13:07:17,3.559,1.885,2.76,3.158,2.716,1.996,4.489,1.523,5.013,6.675,Ellipsis
M28,sudoku,13:07:18,3.582,1.785,2.92,3.141,3.006,3.032,5.002,1.562,5.237,6.73,Ellipsis
M28,sudoku,13:07:18,3.255,1.961,2.976,3.127,3.5,4.452,5.495,1.646,5.836,8.156,Ellipsis
M28,sudoku,13:07:18,2.939,2.96,3.122,3.558,4.18,7.101,6.003,1.783,7.058,11.134,Ellipsis
M28,sudoku,13:07:18,8.582,8.853,4.392,5.484,5.201,9.587,6.611,2.109,9.261,16.128,Ellipsis
M28,sudoku,13:07:18,73.511,58.327,15.364,13.435,7.417,13.088,7.533,2.939,13.034,24.131,Ellipsis
M28,sudoku,13:07:18,392.721,255.393,53.431,37.959,12.37,16.625,8.813,4.818,18.93,36.12,Ellipsis
M28,sudoku,13:07:18,1322.048,748.498,135.834,91.138,21.497,22.816,10.598,8.134,26.737,51.862,Ellipsis
M28,sudoku,13:07:18,3173.377,1615.852,267.542,176.572,34.883,32.846,13.464,12.707,35.148,69.331,Ellipsis
M28,sudoku,13:07:19,5907.091,2768.606,430.951,282.209,50.442,46.994,18.036,17.761,42.16,85.075,Ellipsis
M28,sudoku,13:07:19,8969.394,3939.387,587.347,381.648,64.288,61.491,24.121,22.076,45.931,95.435,Ellipsis
M28,sudoku,13:07:19,11540.831,4776.297,690.119,444.211,72.233,73.128,30.546,24.362,45.484,98.169,Ellipsis
M28,sudoku,13:07:19,12726.167,4998.206,705.902,448.767,71.776,76.987,35.457,23.893,41.083,93.459,Ellipsis
M28,sudoku,13:07:19,12167.209,4527.021,629.557,393.538,63.201,72.911,37.084,20.914,34.276,83.668,Ellipsis
M28,sudoku,13:07:19,10008.638,3525.509,487.033,297.161,49.454,61.668,34.656,16.592,27.154,72.101,Ellipsis
M28,sudoku,13:07:19,7015.296,2319.195,322.717,189.916,34.76,46.403,28.689,12.453,21.54,61.476,Ellipsis
M28,sudoku,13:07:19,4060.051,1245.965,179.35,100.022,22.715,33.499,20.772,9.571,18.293,52.905,Ellipsis
M28,sudoku,13:07:20,1851.925,514.541,81.688,42.277,14.908,22.038,13.095,8.437,17.197,45.954,Ellipsis
M28,sudoku,13:07:20,602.125,146.614,30.531,15.04,10.819,17.129,7.347,8.727,17.339,39.62,Ellipsis
M28,sudoku,13:07:20,124.121,24.485,10.91,6.407,8.91,12.306,4.225,9.653,17.726,33.401,Ellipsis
M28,sudoku,13:07:20,17.101,4.537,6.335,4.686,7.933,11.62,3.087,10.477,17.716,27.684,Ellipsis
M28,sudoku,13:07:20,9.567,3.769,6.318,4.243,7.348,9.959,2.813,10.905,17.158,23.165,Ellipsis
M28,sudoku,13:07:20,8.646,3.861,6.195,3.831,7.096,10.154,2.618,10.745,16.105,20.141,Ellipsis
M28,sudoku,13:07:20,7.692,3.706,5.597,3.514,7.14,10.037,2.432,9.938,15.033,18.441,Ellipsis
M28,sudoku,13:07:20,6.368,3.363,4.703,3.491,7.316,11.092,2.334,8.646,14.691,17.53,Ellipsis
M28,sudoku,13:07:21,5.369,2.871,3.705,3.903,7.409,10.149,2.348,7.097,15.586,16.79,Ellipsis
M28,sudoku,13:07:21,4.511,2.408,2.939,4.774,7.29,9.42,2.525,5.583,17.696,15.884,Ellipsis
M28,sudoku,13:07:21,5.367,2.596,3.214,6.035,6.999,7.578,3.07,4.778,20.43,14.825,Ellipsis
M28,sudoku,13:07:21,9.492,4.228,5.99,7.593,6.765,7.039,4.31,5.78,22.949,13.942,Ellipsis
M28,sudoku,13:07:21,17.307,7.635,12.974,9.277,6.933,10.178,6.287,9.651,24.43,13.719,Ellipsis
M28,sudoku,13:07:21,27.831,12.912,25.006,10.935,7.836,18.606,8.936,16.7,24.399,14.519,Ellipsis
M28,sudoku,13:07:21,38.186,19.81,40.98,12.49,9.577,33.293,12.169,25.976,22.986,16.408,Ellipsis
M28,sudoku,13:07:21,45.257,27.612,57.589,13.833,11.867,52.483,15.797,35.364,20.804,19.035,Ellipsis
M28,sudoku,13:07:22,46.506,35.151,70.425,14.742,14.11,71.11,19.402,42.23,18.542,21.743,Ellipsis
M28,sudoku,13:07:22,42.065,41.149,75.735,14.935,15.712,85.211,22.307,44.481,16.594,23.935,Ellipsis
M28,sudoku,13:07:22,34.257,44.479,72.052,14.226,16.386,90.848,23.853,41.451,14.994,25.373,Ellipsis
M28,sudoku,13:07:22,26.138,44.535,60.723,12.69,16.261,88.829,23.601,34.135,13.564,26.244,Ellipsis
M28,sudoku,13:07:22,20.521,41.746,45.405,10.709,15.743,78.247,21.631,24.799,12.177,26.984,Ellipsis
M28,sudoku,13:07:22,18.267,37.217,30.28,8.845,15.273,64.759,18.475,15.971,11.039,28.001,Ellipsis
M28,sudoku,13:07:22,18.516,32.154,18.398,7.569,15.073,49.088,14.886,9.472,10.486,29.386,Ellipsis
M28,sudoku,13:07:22,18.92,27.276,10.79,7.024,15.042,36.949,11.574,5.864,10.596,30.887,Ellipsis
M28,sudoku,13:07:23,18.416,23.039,6.791,7.003,14.866,26.313,9.267,4.645,11.12,32.159,Ellipsis
M28,sudoku,13:07:23,16.572,19.759,5.003,7.088,14.261,19.749,8.572,4.806,11.584,33.09,Ellipsis
M28,sudoku,13:07:23,14.473,16.935,4.344,6.869,13.169,13.951,9.434,5.521,11.503,33.843,Ellipsis
M28,sudoku,13:07:23,12.376,13.87,4.088,6.145,11.761,10.431,11.226,6.173,10.55,34.529,Ellipsis
M28,sudoku,13:07:23,11.026,10.65,3.808,5.064,10.309,8.41,13.339,6.455,8.876,34.981,Ellipsis
M28,sudoku,13:07:23,10.342,7.74,3.364,3.976,9.008,8.268,14.959,6.277,7.157,34.803,Ellipsis
M28,sudoku,13:07:23,9.792,5.519,2.799,3.176,7.931,8.911,15.366,5.787,6.168,33.592,Ellipsis
M28,sudoku,13:07:23,9.007,4.169,2.261,2.772,7.119,8.964,14.203,5.317,6.336,31.323,Ellipsis
M28,sudoku,13:07:24,7.664,3.601,1.92,2.719,6.644,8.422,11.687,5.253,7.61,28.559,Ellipsis
M28,sudoku,13:07:24,5.938,3.541,1.902,2.866,6.552,7.121,8.504,5.855,9.511,26.165,Ellipsis
M28,sudoku,13:07:24,4.076,3.724,2.175,3.044,6.779,5.469,5.538,7.001,11.31,24.787,Ellipsis
M28,sudoku,13:07:24,2.596,4.0,2.581,3.134,7.16,3.698,3.44,8.284,12.378,24.485,Ellipsis
M28,sudoku,13:07:24,1.661,4.274,2.948,3.102,7.501,2.425,2.359,9.268,12.481,24.778,Ellipsis
M28,sudoku,13:07:24,1.263,4.424,3.127,2.971,7.64,1.712,1.995,9.535,11.79,25.015,Ellipsis
M28,sudoku,13:07:24,1.311,4.329,3.04,2.826,7.514,1.58,1.921,8.918,10.955,24.766,Ellipsis
M28,sudoku,13:07:24,1.586,3.946,2.711,2.804,7.186,1.814,1.858,7.553,10.88,24.073,Ellipsis
M28,sudoku,13:07:25,1.995,3.341,2.25,3.018,6.788,2.372,1.716,5.848,12.253,23.254,Ellipsis
M28,sudoku,13:07:25,2.421,2.627,1.798,3.471,6.441,3.275,1.489,4.262,15.006,22.685,Ellipsis
M28,sudoku,13:07:25,2.733,1.987,1.489,4.032,6.191,4.511,1.23,3.175,18.263,22.493,Ellipsis
M28,sudoku,13:07:25,2.926,1.584,1.418,4.485,6.029,5.834,1.029,2.71,20.79,22.555,Ellipsis
M28,sudoku,13:07:25,2.944,1.502,1.653,4.636,5.912,6.99,0.955,2.718,21.622,22.663,Ellipsis
M28,sudoku,13:07:25,2.868,1.705,2.211,4.404,5.778,7.599,1.075,2.932,20.514,22.631,Ellipsis
M28,sudoku,13:07:25,2.759,2.053,3.018,3.839,5.569,7.54,1.435,3.182,17.996,22.322,Ellipsis
M28,sudoku,13:07:25,2.703,2.36,3.864,3.157,5.277,6.785,2.023,3.387,15.216,21.806,Ellipsis
M28,sudoku,13:07:26,2.735,2.477,4.513,2.656,4.951,5.619,2.769,3.544,13.41,21.314,Ellipsis
M28,sudoku,13:07:26,2.868,2.371,4.811,2.529,4.689,4.548,3.583,3.71,13.168,21.155,Ellipsis
M28,sudoku,13:07:26,3.097,2.11,4.743,2.761,4.639,4.111,4.297,3.91,14.12,21.646,Ellipsis
M28,sudoku,13:07:26,3.531,1.829,4.419,3.171,4.907,4.906,4.781,4.093,15.256,22.911,Ellipsis
M28,sudoku,13:07:26,4.332,1.708,4.033,3.514,5.485,6.943,5.019,4.204,15.58,24.717,Ellipsis
M28,sudoku,13:07:26,5.709,1.863,3.768,3.629,6.247,9.817,5.122,4.255,14.754,26.49,Ellipsis
M28,sudoku,13:07:26,7.599,2.316,3.696,3.499,6.993,12.586,5.224,4.283,13.059,27.552,Ellipsis
M28,sudoku,13:07:26,9.728,2.975,3.739,3.213,7.529,14.073,5.356,4.344,11.091,27.475,Ellipsis
M28,sudoku,13:07:27,11.581,3.674,3.739,2.932,7.763,13.695,5.472,4.461,9.543,26.301,Ellipsis
M28,sudoku,13:07:27,12.664,4.223,3.613,2.84,7.728,11.773,5.426,4.679,9.068,24.451,Ellipsis
M28,sudoku,13:07:27,12.76,4.433,3.38,3.042,7.524,8.968,5.121,4.982,9.967,22.443,Ellipsis
M28,sudoku,13:07:27,11.794,4.205,3.131,3.502,7.249,6.348,4.621,5.301,12.003,20.623,Ellipsis
M28,sudoku,13:07:27,10.106,3.652,2.976,4.084,6.971,5.336,4.168,5.507,14.58,19.144,Ellipsis
M28,sudoku,13:07:27,8.202,3.023,2.966,4.604,6.729,6.041,4.018,5.471,16.983,18.034,Ellipsis
M28,sudoku,13:07:27,6.43,2.643,3.102,4.917,6.545,9.094,4.288,5.121,18.663,17.393,Ellipsis
M28,sudoku,13:07:27,5.065,2.747,3.339,4.95,6.418,12.644,4.91,4.516,19.368,17.404,Ellipsis
M28,sudoku,13:07:28,3.987,3.329,3.597,4.719,6.333,15.616,5.595,3.802,19.154,18.18,Ellipsis
M28,sudoku,13:07:28,3.206,4.173,3.776,4.304,6.244,17.205,6.028,3.192,18.296,19.5,Ellipsis
M28,sudoku,13:07:28,2.569,4.958,3.764,3.796,6.058,16.513,5.995,2.852,17.145,20.775,Ellipsis
M28,sudoku,13:07:28,2.163,5.379,3.519,3.298,5.72,14.093,5.471,2.894,16.046,21.425,Ellipsis
M28,sudoku,13:07:28,1.943,5.292,3.055,2.883,5.276,11.053,4.606,3.322,15.188,21.216,Ellipsis
M28,sudoku,13:07:28,1.863,4.8,2.482,2.584,4.862,8.374,3.654,4.028,14.608,20.334,Ellipsis
M28,sudoku,13:07:28,1.904,4.15,1.95,2.396,4.623,6.974,2.828,4.782,14.069,19.176,Ellipsis
M28,sudoku,13:07:28,1.966,3.601,1.584,2.309,4.639,6.883,2.24,5.339,13.343,18.096,Ellipsis
M28,sudoku,13:07:29,1.996,3.273,1.414,2.308,4.867,7.434,1.907,5.531,12.356,17.214,Ellipsis
M28,sudoku,13:07:29,2.007,3.128,1.372,2.365,5.177,7.917,1.796,5.332,11.18,16.426,Ellipsis
M28,sudoku,13:07:29,2.141,3.041,1.352,2.446,5.421,7.901,1.902,4.863,9.98,15.573,Ellipsis
M28,sudoku,13:07:29,2.527,2.894,1.283,2.53,5.503,7.556,2.195,4.29,8.866,14.584,Ellipsis
M28,sudoku,13:07:29,3.265,2.648,1.154,2.61,5.393,6.76,2.583,3.789,7.87,13.486,Ellipsis
M28,sudoku,13:07:29,4.262,2.382,0.987,2.69,5.101,5.729,2.964,3.443,6.996,12.364,Ellipsis
M28,sudoku,13:07:29,5.296,2.212,0.845,2.799,4.667,4.559,3.236,3.332,6.284,11.308,Ellipsis
M28,sudoku,13:07:29,6.238,2.221,0.769,2.968,4.157,3.521,3.399,3.522,5.777,10.349,Ellipsis
M28,sudoku,13:07:30,6.967,2.413,0.804,3.201,3.637,2.698,3.525,4.132,5.579,9.478,Ellipsis
M28,sudoku,13:07:30,7.388,2.725,0.992,3.48,3.174,2.318,3.704,5.244,5.846,8.702,Ellipsis
M28,sudoku,13:07:30,7.41,3.073,1.326,3.807,2.829,2.184,4.012,6.735,6.751,8.069,Ellipsis
M28,sudoku,13:07:30,7.235,3.322,1.725,4.196,2.658,2.155,4.377,8.244,8.348,7.725,Ellipsis
M28,sudoku,13:07:30,6.884,3.368,2.095,4.65,2.685,2.095,4.651,9.33,10.42,7.828,Ellipsis
M28,sudoku,13:07:30,6.583,3.163,2.359,5.135,2.882,1.879,4.664,9.668,12.532,8.428,Ellipsis
M28,sudoku,13:07:30,6.347,2.766,2.488,5.596,3.183,1.556,4.331,9.161,14.168,9.406,Ellipsis
M28,sudoku,13:07:30,6.317,2.328,2.531,5.97,3.5,1.21,3.713,8.042,14.909,10.496,Ellipsis
M28,sudoku,13:07:31,6.483,2.068,2.573,6.214,3.758,0.935,3.022,6.683,14.611,11.444,Ellipsis
M28,sudoku,13:07:31,6.857,2.205,2.686,6.301,3.913,0.801,2.491,5.46,13.451,12.133,Ellipsis
M28,sudoku,13:07:31,7.308,2.806,2.914,6.205,3.971,0.823,2.261,4.614,11.832,12.599,Ellipsis
M28,sudoku,13:07:31,7.61,3.742,3.21,5.948,3.986,1.088,2.306,4.144,10.207,12.962,Ellipsis
M28,sudoku,13:07:31,7.675,4.768,3.468,5.578,4.037,1.499,2.497,3.854,8.873,13.321,Ellipsis
M28,sudoku,13:07:31,7.543,5.605,3.6,5.158,4.218,1.989,2.684,3.58,7.912,13.72,Ellipsis
M28,sudoku,13:07:31,7.353,6.058,3.596,4.734,4.602,2.443,2.782,3.305,7.252,14.157,Ellipsis
M28,sudoku,13:07:31,7.218,6.057,3.55,4.368,5.203,2.753,2.772,3.152,6.841,14.638,Ellipsis
M28,sudoku,13:07:32,7.219,5.656,3.564,4.109,5.936,2.904,2.663,3.197,6.695,15.171,Ellipsis
M28,sudoku,13:07:32,7.542,5.018,3.595,3.987,6.632,2.728,2.487,3.381,6.813,15.748,Ellipsis
M28,sudoku,13:07:32,8.19,4.359,3.545,4.014,7.104,2.523,2.317,3.603,7.129,16.303,Ellipsis
M28,sudoku,13:07:32,9.03,3.881,3.383,4.166,7.204,2.178,2.237,3.795,7.545,16.659,Ellipsis
M28,sudoku,13:07:32,9.871,3.651,3.159,4.383,6.887,1.978,2.27,3.946,7.942,16.542,Ellipsis
M28,sudoku,13:07:32,10.235,3.61,2.974,4.577,6.229,2.161,2.379,4.112,8.197,15.768,Ellipsis
M28,sudoku,13:07:32,9.944,3.637,2.913,4.65,5.391,2.863,2.503,4.352,8.2,14.424,Ellipsis
M28,sudoku,13:07:32,8.838,3.629,2.976,4.531,4.553,4.041,2.575,4.659,7.891,12.85,Ellipsis
M28,sudoku,13:07:33,7.462,3.475,3.037,4.206,3.857,5.497,2.572,4.9,7.297,11.454,Ellipsis
M28,sudoku,13:07:33,6.111,3.125,2.935,3.73,3.368,6.84,2.501,4.882,6.516,10.503,Ellipsis
M28,sudoku,13:07:33,5.361,2.619,2.571,3.26,3.093,7.787,2.447,4.535,5.759,10.08,Ellipsis
M28,sudoku,13:07:33,5.217,2.1,1.992,2.945,3.025,7.86,2.522,3.956,5.211,10.133,Ellipsis
M28,sudoku,13:07:33,5.531,1.726,1.386,2.837,3.169,7.275,2.805,3.374,4.963,10.57,Ellipsis
M28,sudoku,13:07:33,5.806,1.583,0.964,2.865,3.522,6.036,3.278,3.003,4.969,11.302,Ellipsis
M28,sudoku,13:07:33,5.665,1.639,0.847,2.883,4.038,4.647,3.803,2.943,5.052,12.219,Ellipsis
M28,sudoku,13:07:33,5.099,1.825,1.036,2.769,4.617,3.392,4.19,3.173,5.01,13.185,Ellipsis
M28,sudoku,13:07:34,4.33,2.055,1.435,2.489,5.163,2.546,4.275,3.597,4.734,14.093,Ellipsis
M28,sudoku,13:07:34,3.823,2.281,1.918,2.118,5.655,2.184,4.078,4.162,4.256,14.891,Ellipsis
M28,sudoku,13:07:34,3.936,2.505,2.387,1.776,6.121,2.227,3.739,4.854,3.713,15.536,Ellipsis
M28,sudoku,13:07:34,4.806,2.713,2.769,1.569,6.596,2.382,3.435,5.659,3.301,16.029,Ellipsis
M28,sudoku,13:07:34,6.149,2.857,3.011,1.559,7.089,2.497,3.279,6.477,3.148,16.467,Ellipsis
M28,sudoku,13:07:34,7.458,2.894,3.122,1.747,7.569,2.466,3.284,7.095,3.261,17.048,Ellipsis
M28,sudoku,13:07:34,8.253,2.798,3.136,2.059,7.965,2.491,3.317,7.258,3.583,17.96,Ellipsis
M28,sudoku,13:07:34,8.357,2.586,3.079,2.389,8.18,2.568,3.214,6.81,4.082,19.228,Ellipsis
M28,sudoku,13:07:35,7.76,2.362,2.953,2.636,8.122,2.801,2.896,5.779,4.694,20.62,Ellipsis
M28,sudoku,13:07:35,6.726,2.285,2.757,2.729,7.743,2.866,2.441,4.425,5.274,21.698,Ellipsis
M28,sudoku,13:07:35,5.587,2.489,2.506,2.641,7.076,2.781,2.004,3.13,5.637,21.965,Ellipsis
M28,sudoku,13:07:35,4.703,2.962,2.228,2.418,6.248,2.789,1.709,2.214,5.676,21.152,Ellipsis
M28,sudoku,13:07:35,4.303,3.529,1.952,2.179,5.455,2.84,1.587,1.79,5.463,19.424,Ellipsis
M28,sudoku,13:07:35,4.561,3.931,1.713,2.066,4.893,3.751,1.607,1.826,5.26,17.404,Ellipsis
M28,sudoku,13:07:35,5.239,3.98,1.56,2.172,4.689,4.905,1.684,2.182,5.33,15.898,Ellipsis
M28,sudoku,13:07:35,6.175,3.65,1.551,2.478,4.849,6.454,1.759,2.675,5.781,15.481,Ellipsis
M28,sudoku,13:07:36,6.861,3.061,1.704,2.861,5.235,7.5,1.81,3.144,6.543,16.152,Ellipsis
M28,sudoku,13:07:36,7.031,2.399,1.984,3.163,5.623,7.825,1.81,3.472,7.44,17.339,Ellipsis
M28,sudoku,13:07:36,6.437,1.813,2.288,3.248,5.816,7.381,1.742,3.553,8.206,18.215,Ellipsis
M28,sudoku,13:07:36,5.373,1.381,2.491,3.063,5.726,6.399,1.631,3.354,8.626,18.084,Ellipsis
M28,sudoku,13:07:36,4.051,1.131,2.532,2.718,5.406,5.465,1.514,2.95,8.729,16.752,Ellipsis
M28,sudoku,13:07:36,2.949,1.047,2.379,2.404,5.004,4.598,1.46,2.489,8.7,14.554,Ellipsis
M28,sudoku,13:07:36,2.263,1.068,2.063,2.279,4.671,4.281,1.508,2.128,8.699,12.136,Ellipsis
M28,sudoku,13:07:36,2.044,1.15,1.683,2.414,4.509,4.4,1.635,1.984,8.852,10.194,Ellipsis
M28,sudoku,13:07:37,2.176,1.247,1.384,2.77,4.523,5.238,1.752,2.094,9.183,9.163,Ellipsis
M28,sudoku,13:07:37,2.503,1.337,1.268,3.203,4.632,6.226,1.791,2.394,9.549,9.087,Ellipsis
M28,sudoku,13:07:37,3.019,1.442,1.337,3.537,4.72,7.906,1.765,2.75,9.729,9.684,Ellipsis
M28,sudoku,13:07:37,3.836,1.577,1.525,3.665,4.707,9.045,1.727,3.087,9.562,10.535,Ellipsis
M28,sudoku,13:07:37,5.114,1.735,1.738,3.621,4.583,10.038,1.721,3.394,9.116,11.33,Ellipsis
M28,sudoku,13:07:37,6.75,1.895,1.888,3.526,4.386,9.963,1.746,3.655,8.597,11.892,Ellipsis
M28,sudoku,13:07:37,8.482,2.025,1.917,3.489,4.158,9.284,1.752,3.848,8.231,12.173,Ellipsis
M28,sudoku,13:07:37,9.773,2.093,1.811,3.554,3.951,7.944,1.687,3.988,8.24,12.355,Ellipsis
M28,sudoku,13:07:38,10.193,2.071,1.604,3.695,3.836,6.347,1.514,4.061,8.759,12.763,Ellipsis
M28,sudoku,13:07:38,9.487,1.943,1.351,3.834,3.874,4.736,1.262,4.02,9.765,13.65,Ellipsis
M28,sudoku,13:07:38,7.841,1.715,1.106,3.891,4.077,3.29,1.033,3.831,11.066,15.031,Ellipsis
M28,sudoku,13:07:38,5.67,1.426,0.912,3.836,4.391,2.187,0.945,3.506,12.381,16.623,Ellipsis
M28,sudoku,13:07:38,3.575,1.135,0.804,3.675,4.717,1.38,1.049,3.129,13.438,17.923,Ellipsis
M28,sudoku,13:07:38,1.999,0.906,0.797,3.438,4.952,0.926,1.316,2.812,14.039,18.448,Ellipsis
M28,sudoku,13:07:38,1.151,0.787,0.909,3.172,5.03,0.784,1.655,2.664,14.084,17.952,Ellipsis
M28,sudoku,13:07:38,0.966,0.808,1.152,2.912,4.952,0.865,1.992,2.719,13.576,16.522,Ellipsis
M28,sudoku,13:07:39,1.301,0.989,1.499,2.685,4.782,1.061,2.291,2.905,12.578,14.534,Ellipsis
M28,sudoku,13:07:39,2.008,1.31,1.871,2.518,4.651,1.296,2.554,3.099,11.294,12.55,Ellipsis
M28,sudoku,13:07:39,2.946,1.696,2.19,2.465,4.708,1.468,2.783,3.181,10.095,11.086,Ellipsis
M28,sudoku,13:07:39,3.919,2.076,2.427,2.562,5.018,1.538,2.958,3.066,9.374,10.409,Ellipsis
M28,sudoku,13:07:39,4.651,2.446,2.631,2.797,5.502,1.474,3.099,2.77,9.363,10.45,Ellipsis
M28,sudoku,13:07:39,4.943,2.903,2.892,3.083,5.965,1.315,3.262,2.355,9.929,10.876,Ellipsis
M28,sudoku,13:07:39,4.76,3.552,3.258,3.304,6.202,1.136,3.493,1.939,10.692,11.317,Ellipsis
M28,sudoku,13:07:39,4.209,4.42,3.679,3.37,6.108,1.003,3.781,1.612,11.22,11.593,Ellipsis
M28,sudoku,13:07:40,3.438,5.37,4.01,3.247,5.731,0.972,4.048,1.42,11.171,11.885,Ellipsis
M28,sudoku,13:07:40,2.683,6.164,4.074,2.994,5.255,0.999,4.176,1.375,10.578,12.718,Ellipsis
M28,sudoku,13:07:40,2.062,6.538,3.787,2.723,4.944,1.12,4.043,1.481,9.839,14.642,Ellipsis
M28,sudoku,13:07:40,1.777,6.343,3.205,2.543,5.022,1.353,3.608,1.729,9.457,17.823,Ellipsis
M28,sudoku,13:07:40,1.958,5.616,2.495,2.513,5.548,1.75,2.947,2.063,9.657,21.796,Ellipsis
M28,sudoku,13:07:40,2.664,4.604,1.872,2.624,6.351,2.348,2.243,2.411,10.311,25.502,Ellipsis
M28,sudoku,13:07:40,3.717,3.603,1.49,2.812,7.102,3.032,1.672,2.684,11.035,27.726,Ellipsis
M28,sudoku,13:07:40,4.755,2.81,1.357,2.983,7.478,3.652,1.304,2.808,11.439,27.694,Ellipsis
M28,sudoku,13:07:41,5.426,2.269,1.376,3.077,7.33,4.078,1.131,2.715,11.358,25.5,Ellipsis
M28,sudoku,13:07:41,5.589,1.909,1.448,3.092,6.736,4.136,1.133,2.412,10.897,22.063,Ellipsis
M28,sudoku,13:07:41,5.242,1.629,1.559,3.043,5.928,3.917,1.339,1.999,10.31,18.629,Ellipsis
M28,sudoku,13:07:41,4.787,1.392,1.776,2.941,5.172,3.514,1.789,1.607,9.8,16.165,Ellipsis
M28,sudoku,13:07:41,4.578,1.196,2.195,2.782,4.669,3.207,2.449,1.377,9.43,15.001,Ellipsis
M28,sudoku,13:07:41,4.86,1.043,2.842,2.578,4.501,3.197,3.197,1.383,9.149,14.867,Ellipsis
M28,sudoku,13:07:41,5.453,0.946,3.601,2.358,4.611,3.49,3.828,1.629,8.86,15.174,Ellipsis
M28,sudoku,13:07:41,6.039,0.933,4.278,2.164,4.845,3.945,4.144,2.05,8.477,15.36,Ellipsis
M28,sudoku,13:07:42,6.363,1.039,4.668,2.042,5.033,4.354,4.04,2.518,8.04,15.101,Ellipsis
M28,sudoku,13:07:42,6.315,1.256,4.648,2.022,5.062,4.531,3.562,2.889,7.725,14.342,Ellipsis
M28,sudoku,13:07:42,6.022,1.545,4.242,2.109,4.907,4.361,2.889,3.09,7.704,13.249,Ellipsis
M28,sudoku,13:07:42,5.628,1.841,3.592,2.281,4.63,3.851,2.246,3.118,8.084,12.097,Ellipsis
M28,sudoku,13:07:42,5.296,2.082,2.878,2.503,4.367,3.131,1.803,3.052,8.869,11.154,Ellipsis
M28,sudoku,13:07:42,5.094,2.241,2.248,2.731,4.262,2.392,1.594,2.965,9.888,10.555,Ellipsis
M28,sudoku,13:07:42,4.969,2.316,1.767,2.938,4.384,1.809,1.552,2.899,10.817,10.265,Ellipsis
M28,sudoku,13:07:42,4.8,2.317,1.421,3.101,4.697,1.461,1.558,2.79,11.319,10.145,Ellipsis
M28,sudoku,13:07:43,4.48,2.258,1.181,3.196,5.063,1.338,1.522,2.598,11.156,10.052,Ellipsis
M28,sudoku,13:07:43,4.005,2.129,1.023,3.191,5.289,1.395,1.416,2.298,10.31,9.906,Ellipsis
M28,sudoku,13:07:43,3.569,1.965,0.935,3.056,5.223,1.603,1.279,1.923,8.982,9.688,Ellipsis
M28,sudoku,13:07:43,3.293,1.818,0.923,2.793,4.833,1.917,1.152,1.561,7.519,9.448,Ellipsis
M28,sudoku,13:07:43,3.259,1.741,0.994,2.448,4.212,2.234,1.071,1.301,6.272,9.235,Ellipsis
M28,sudoku,13:07:43,3.38,1.758,1.143,2.094,3.518,2.464,1.077,1.203,5.536,9.037,Ellipsis
M28,sudoku,13:07:43,3.551,1.849,1.349,1.801,2.928,2.542,1.189,1.276,5.445,8.797,Ellipsis
M28,sudoku,13:07:44,3.587,1.939,1.551,1.613,2.561,2.473,1.39,1.454,5.96,8.482,Ellipsis
M28,sudoku,13:07:44,3.414,1.927,1.672,1.533,2.436,2.302,1.636,1.662,6.817,8.095,Ellipsis
M28,sudoku,13:07:44,2.978,1.744,1.658,1.518,2.482,2.059,1.845,1.838,7.654,7.703,Ellipsis
M28,sudoku,13:07:44,2.396,1.4,1.508,1.497,2.593,1.778,1.933,1.966,8.104,7.401,Ellipsis
M28,sudoku,13:07:44,1.806,0.987,1.276,1.422,2.685,1.465,1.859,2.093,8.022,7.272,Ellipsis
M28,sudoku,13:07:44,1.342,0.633,1.04,1.297,2.711,1.136,1.656,2.284,7.407,7.344,Ellipsis
M28,sudoku,13:07:44,1.063,0.429,0.87,1.173,2.678,0.823,1.393,2.59,6.521,7.657,Ellipsis
M28,sudoku,13:07:44,0.971,0.406,0.816,1.158,2.643,0.572,1.157,3.009,5.79,8.273,Ellipsis
M28,sudoku,13:07:44,1.047,0.535,0.912,1.381,2.701,0.425,1.021,3.492,5.744,9.283,Ellipsis
M28,sudoku,13:07:45,1.308,0.749,1.152,1.91,2.959,0.388,1.014,3.955,6.748,10.717,Ellipsis
M28,sudoku,13:07:45,1.757,0.965,1.475,2.699,3.46,0.436,1.096,4.301,8.783,12.393,Ellipsis
